Game 1,Game 2,Game 3,Game 4,PF,D1,D2,W1,W2,W3,W4,Andrew,Ben,Connor,Eric,James,Rande,Stuart,Thomas,Trevor,Josh
Thomas,James,Connor,Josh,Trevor,Eric,Andrew,Trevor,Stuart,Connor,Thomas,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Rande,Eric,Andrew,Trevor,Stuart,Connor,Thomas,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,James,Eric,Andrew,Trevor,Stuart,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Connor,Josh,Andrew,Eric,Andrew,Trevor,Stuart,Connor,Thomas,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Eric,Eric,Andrew,Trevor,Stuart,Connor,Thomas,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Ben,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Josh,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Thomas,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Stuart,Eric,Andrew,Trevor,Stuart,Thomas,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Connor,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Trevor,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Rande,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,James,Eric,Andrew,Trevor,Thomas,Stuart,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Connor,Josh,Andrew,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Connor,Josh,Eric,Eric,Andrew,Trevor,Thomas,Stuart,Connor,1,0,1,1,0,0,1,1,1,0
Thomas,James,Ben,Rande,Ben,Eric,Andrew,Stuart,Trevor,James,Ben,1,1,0,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Josh,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Thomas,Eric,Andrew,Stuart,Trevor,James,Thomas,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Stuart,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Connor,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Trevor,Trevor,Andrew,Eric,Stuart,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Rande,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,James,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Andrew,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Eric,Eric,Andrew,Stuart,Trevor,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Rande,Ben,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Josh,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Thomas,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Stuart,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Connor,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Trevor,Trevor,Andrew,Eric,Stuart,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Rande,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,James,Eric,Andrew,Stuart,Trevor,James,Thomas,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Andrew,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Rande,Eric,Eric,Andrew,Stuart,Trevor,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Ben,Eric,Andrew,Trevor,James,Stuart,Ben,1,1,0,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Josh,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Thomas,Eric,Andrew,Trevor,James,Stuart,Thomas,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Stuart,Eric,Andrew,Trevor,Stuart,James,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Connor,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Trevor,Trevor,Andrew,Eric,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Rande,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,James,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Andrew,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Eric,Eric,Andrew,Trevor,James,Stuart,Connor,1,0,1,1,1,0,1,0,1,0
Thomas,James,Ben,Josh,Ben,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Josh,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Thomas,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Stuart,Eric,Andrew,Trevor,Stuart,Thomas,James,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Connor,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Trevor,Trevor,Andrew,Eric,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Rande,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,James,Eric,Andrew,Trevor,James,Thomas,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Andrew,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
Thomas,James,Ben,Josh,Eric,Eric,Andrew,Trevor,Thomas,James,Stuart,1,0,0,1,1,0,1,1,1,0
